School_ID,Long_Name,Primary_Category,Address,City,State,Zip,Attendance_Boundaries,Student_Count_Total,Student_Count_Low_Income,Percent_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Dress_Code,Bilingual_Services,Refugee_Services,Title_1_Eligible,School_Latitude,School_Longitude,Student_Attainment_Rating,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Average_Performance,Progress_Report_Year,Student_Growth_Rating,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES
609772,Jane Addams Elementary School,ES,10810 S AVENUE H,Chicago,Illinois,60617,TRUE,695,616,88.63,74,244,23,657,14,0,0,0,0,0,1,0,TRUE,TRUE,,TRUE,41.698739,-87.532976,ABOVE AVERAGE,74,74th,73,73rd,73.5,2018,AVERAGE,40,40th,63,63rd
609773,Louis A Agassiz Elementary School,ES,2851 N SEMINARY AVE,Chicago,Illinois,60657,TRUE,490,174,35.51,86,26,93,147,197,23,1,0,0,29,0,0,FALSE,TRUE,,FALSE,41.934126,-87.656229,FAR ABOVE AVERAGE,90,90th,78,78th,84,2018,ABOVE AVERAGE,68,68th,73,73rd
609774,Louisa May Alcott College Preparatory ES,ES,2625 N ORCHARD ST,Chicago,Illinois,60614,TRUE,638,81,12.7,71,27,37,78,399,60,3,0,0,50,1,10,TRUE,,,FALSE,41.92985,-87.646413,FAR ABOVE AVERAGE,97,97th,96,96th,96.5,2018,ABOVE AVERAGE,71,71st,86,86th
609777,Phillip D Armour Elementary School,ES,950 W 33RD PL,Chicago,Illinois,60608,TRUE,260,209,80.38,40,80,10,205,26,12,1,0,0,6,0,0,TRUE,TRUE,,TRUE,41.833854,-87.650653,AVERAGE,59,59th,43,43rd,51,2018,BELOW AVERAGE,19,19th,20,20th
609779,George Armstrong International Studies ES,ES,2110 W GREENLEAF AVE,Chicago,Illinois,60645,TRUE,1350,1210,89.63,148,569,356,587,120,273,4,0,0,9,1,0,TRUE,,,TRUE,42.01015,-87.684442,ABOVE AVERAGE,80,80th,88,88th,84,2018,FAR ABOVE AVERAGE,86,86th,91,91st
609780,Marine Leadership Academy at Ames,HS,1920 N HAMLIN AVE,Chicago,Illinois,60647,FALSE,829,808,97.47,75,156,16,798,8,2,1,0,0,2,0,2,TRUE,TRUE,,TRUE,41.916045,-87.721742,BELOW EXPECTATIONS,77,77th,60,60th,68.5,2018,AVERAGE,81,81st,70,70th
609782,John J Audubon Elementary School,ES,3500 N HOYNE AVE,Chicago,Illinois,60618,TRUE,573,92,16.06,46,28,13,130,370,27,2,0,0,31,0,0,FALSE,,,FALSE,41.945062,-87.681041,FAR ABOVE AVERAGE,94,94th,86,86th,90,2018,ABOVE AVERAGE,76,76th,75,75th
609783,Nancy B Jefferson Alternative HS,HS,1100 S HAMILTON AVE,Chicago,Illinois,60612,FALSE,158,108,68.35,56,4,128,20,7,0,0,0,0,3,0,0,FALSE,,,TRUE,41.867832,-87.680418,FAR BELOW EXPECTATIONS,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609786,Avalon Park Elementary School,ES,8045 S KENWOOD AVE,Chicago,Illinois,60619,TRUE,271,260,95.94,28,1,267,0,2,0,0,0,0,1,1,0,TRUE,,,TRUE,41.748247,-87.591654,AVERAGE,40,40th,39,39th,39.5,2018,ABOVE AVERAGE,73,73rd,80,80th
609788,Alice L Barnard Computer Math & Science Ctr ES,ES,10354 S CHARLES ST,Chicago,Illinois,60643,TRUE,267,221,82.77,36,0,255,2,4,1,0,0,0,3,2,0,TRUE,,,TRUE,41.705131,-87.658074,AVERAGE,51,51st,32,32nd,41.5,2018,ABOVE AVERAGE,82,82nd,53,53rd
609789,John Barry Elementary School,ES,2828 N KILBOURN AVE,Chicago,Illinois,60641,TRUE,611,536,87.73,98,314,17,576,9,7,1,0,0,1,0,0,TRUE,TRUE,,TRUE,41.932511,-87.739388,AVERAGE,48,48th,41,41st,44.5,2018,ABOVE AVERAGE,73,73rd,47,47th
609790,Clara Barton Elementary School,ES,7650 S WOLCOTT AVE,Chicago,Illinois,60620,TRUE,378,348,92.06,90,1,359,15,1,0,1,0,0,2,0,0,TRUE,,,TRUE,41.754194,-87.670927,BELOW AVERAGE,20,20th,6,6th,13,2018,AVERAGE,68,68th,17,17th
609791,Perkins Bass Elementary School,ES,1140 W 66TH ST,Chicago,Illinois,60621,TRUE,435,408,93.79,46,4,415,20,0,0,0,0,0,0,0,0,TRUE,,,TRUE,41.774246,-87.653532,BELOW AVERAGE,19,19th,30,30th,24.5,2018,ABOVE AVERAGE,88,88th,84,84th
609792,Newton Bateman Elementary School,ES,4220 N RICHMOND ST,Chicago,Illinois,60618,TRUE,970,761,78.45,133,312,27,768,117,32,4,0,0,19,3,0,TRUE,TRUE,,TRUE,41.95822,-87.702151,ABOVE AVERAGE,70,70th,65,65th,67.5,2018,ABOVE AVERAGE,71,71st,85,85th
609793,Lillian R. Nicholson STEM Academy,ES,6006 S PEORIA ST,Chicago,Illinois,60621,TRUE,468,432,92.31,66,5,447,17,1,1,0,0,0,2,0,0,TRUE,,,TRUE,41.784942,-87.647453,FAR BELOW AVERAGE,3,3rd,3,3rd,3,2018,FAR BELOW AVERAGE,7,7th,5,5th
609794,Thomas A Edison Regional Gifted Center ES,ES,4929 N SAWYER AVE,Chicago,Illinois,60625,FALSE,267,22,8.24,9,1,11,22,160,43,1,0,0,29,1,0,FALSE,,,FALSE,41.971506,-87.709304,FAR ABOVE AVERAGE,99,99th,99,99th,99,2018,ABOVE AVERAGE,54,54th,73,73rd
609795,George Rogers Clark Elementary School,ES,1045 S MONITOR AVE,Chicago,Illinois,60644,TRUE,230,206,89.57,16,38,142,71,7,4,3,0,0,1,2,0,TRUE,,,TRUE,41.867813,-87.770418,AVERAGE,69,69th,64,64th,66.5,2018,ABOVE AVERAGE,70,70th,78,78th
609796,Jean Baptiste Beaubien Elementary School,ES,5025 N LARAMIE AVE,Chicago,Illinois,60630,TRUE,1041,458,44,115,162,16,370,404,168,4,0,0,70,9,0,FALSE,,,FALSE,41.972394,-87.757565,FAR ABOVE AVERAGE,97,97th,96,96th,96.5,2018,ABOVE AVERAGE,58,58th,85,85th
609797,Jacob Beidler Elementary School,ES,3151 W WALNUT ST,Chicago,Illinois,60612,TRUE,399,367,91.98,40,0,380,19,0,0,0,0,0,0,0,0,TRUE,,,TRUE,41.885321,-87.705855,BELOW AVERAGE,23,23rd,24,24th,23.5,2018,ABOVE AVERAGE,82,82nd,78,78th
609798,Hiram H Belding Elementary School,ES,4257 N TRIPP AVE,Chicago,Illinois,60641,TRUE,594,343,57.74,89,158,28,243,268,23,3,0,0,20,9,0,TRUE,TRUE,,TRUE,41.958938,-87.73402,ABOVE AVERAGE,82,82nd,78,78th,80,2018,ABOVE AVERAGE,44,44th,78,78th
609799,Alexander Graham Bell Elementary School,ES,3730 N OAKLEY AVE,Chicago,Illinois,60618,TRUE,1001,126,12.59,111,50,19,173,597,112,1,0,0,94,5,0,FALSE,TRUE,,FALSE,41.94953,-87.686018,FAR ABOVE AVERAGE,98,98th,97,97th,97.5,2018,ABOVE AVERAGE,71,71st,86,86th
609800,Frank I Bennett Elementary School,ES,10115 S PRAIRIE AVE,Chicago,Illinois,60628,TRUE,316,298,94.3,36,0,299,6,2,0,0,0,0,6,3,0,TRUE,,,TRUE,41.710435,-87.61739,AVERAGE,49,49th,35,35th,42,2018,FAR ABOVE AVERAGE,95,95th,81,81st
609803,James G Blaine Elementary School,ES,1420 W GRACE ST,Chicago,Illinois,60613,TRUE,823,128,15.55,110,52,33,160,530,54,0,0,0,41,5,0,FALSE,TRUE,,FALSE,41.950781,-87.664968,FAR ABOVE AVERAGE,97,97th,94,94th,95.5,2018,AVERAGE,54,54th,53,53rd
609804,Daniel Boone Elementary School,ES,6710 N WASHTENAW AVE,Chicago,Illinois,60645,TRUE,789,733,92.9,92,408,77,348,153,182,23,0,0,5,1,0,TRUE,TRUE,TRUE,TRUE,42.003412,-87.697463,ABOVE AVERAGE,71,71st,67,67th,69,2018,AVERAGE,58,58th,42,42nd
609805,Scott Joplin Elementary School,ES,7931 S HONORE ST,Chicago,Illinois,60620,TRUE,442,423,95.7,63,0,431,4,5,0,0,0,0,1,0,1,TRUE,,,TRUE,41.749339,-87.669366,BELOW AVERAGE,25,25th,31,31st,28,2018,ABOVE AVERAGE,42,42nd,76,76th
609806,Myra Bradwell Communications Arts & Sciences ES,ES,7736 S BURNHAM AVE,Chicago,Illinois,60649,TRUE,482,473,98.13,71,4,471,5,3,0,0,0,0,3,0,0,TRUE,,,TRUE,41.754365,-87.557142,FAR BELOW AVERAGE,9,9th,9,9th,9,2018,AVERAGE,52,52nd,50,50th
609807,Lionel Hampton Fine & Performing Arts ES,ES,3434 W 77TH ST,Chicago,Illinois,60652,TRUE,517,475,91.88,102,120,231,276,6,0,3,0,0,1,0,0,TRUE,TRUE,,TRUE,41.753457,-87.708731,AVERAGE,43,43rd,33,33rd,38,2018,AVERAGE,60,60th,57,57th
609808,Alex Haley Elementary Academy,ES,11411 S EGGLESTON AVE,Chicago,Illinois,60628,TRUE,512,495,96.68,76,4,493,15,1,0,0,0,0,1,2,0,TRUE,,,TRUE,41.68666,-87.633632,BELOW AVERAGE,29,29th,30,30th,29.5,2018,AVERAGE,48,48th,48,48th
609809,Lorenz Brentano Math & Science Academy ES,ES,2723 N FAIRFIELD AVE,Chicago,Illinois,60647,TRUE,555,326,58.74,63,70,25,356,137,8,1,0,0,23,5,0,FALSE,TRUE,,TRUE,41.930966,-87.696294,AVERAGE,65,65th,64,64th,64.5,2018,AVERAGE,36,36th,55,55th
609810,Norman A Bridge Elementary School,ES,3800 N NEW ENGLAND AVE,Chicago,Illinois,60634,TRUE,1138,743,65.29,152,335,26,603,428,50,4,0,0,25,2,0,TRUE,TRUE,,TRUE,41.949114,-87.798669,ABOVE AVERAGE,80,80th,79,79th,79.5,2018,AVERAGE,42,42nd,58,58th
609811,Orville T Bright Elementary School,ES,10740 S CALHOUN AVE,Chicago,Illinois,60617,TRUE,289,274,94.81,75,56,195,90,4,0,0,0,0,0,0,0,TRUE,,,TRUE,41.699726,-87.562084,BELOW AVERAGE,21,21st,19,19th,20,2018,BELOW AVERAGE,15,15th,30,30th
609812,William H Brown Elementary School,ES,54 N HERMITAGE AVE,Chicago,Illinois,60612,TRUE,221,176,79.64,72,12,198,17,4,1,0,0,0,0,1,0,TRUE,,,TRUE,41.882997,-87.670682,BELOW AVERAGE,26,26th,15,15th,20.5,2018,ABOVE AVERAGE,71,71st,66,66th
609813,Charles S Brownell Elementary School,ES,6741 S MICHIGAN AVE,Chicago,Illinois,60637,TRUE,187,186,99.47,33,5,181,6,0,0,0,0,0,0,0,0,TRUE,,,TRUE,41.77162,-87.621746,BELOW AVERAGE,10,10th,7,7th,8.5,2018,BELOW AVERAGE,24,24th,13,13th
609815,Edward A Bouchet Math & Science Academy ES,ES,7355 S JEFFERY BLVD,Chicago,Illinois,60649,TRUE,631,618,97.94,79,11,622,3,0,0,3,0,0,3,0,0,TRUE,,,TRUE,41.760847,-87.576075,ABOVE AVERAGE,79,79th,70,70th,74.5,2018,FAR ABOVE AVERAGE,99,99th,98,98th
609817,Lyman A Budlong Elementary School,ES,2701 W FOSTER AVE,Chicago,Illinois,60625,TRUE,704,570,80.97,65,332,35,315,203,123,3,0,0,25,0,0,TRUE,,,TRUE,41.975754,-87.696556,ABOVE AVERAGE,87,87th,85,85th,86,2018,FAR ABOVE AVERAGE,97,97th,98,98th
609818,Luther Burbank Elementary School,ES,2035 N MOBILE AVE,Chicago,Illinois,60639,TRUE,874,817,93.48,123,414,42,808,17,3,4,0,0,0,0,0,TRUE,TRUE,,TRUE,41.917598,-87.7827,AVERAGE,65,65th,53,53rd,59,2018,AVERAGE,60,60th,55,55th
609819,Edmond Burke Elementary School,ES,5356 S KING DR,Chicago,Illinois,60615,TRUE,416,348,83.65,63,5,405,8,0,0,0,0,0,3,0,0,TRUE,,,TRUE,41.79676,-87.616141,BELOW AVERAGE,13,13th,20,20th,16.5,2018,AVERAGE,40,40th,57,57th
609820,Augustus H Burley Elementary School,ES,1630 W BARRY AVE,Chicago,Illinois,60657,TRUE,553,80,14.47,68,9,12,98,363,48,1,0,0,31,0,0,FALSE,,,FALSE,41.937937,-87.669853,FAR ABOVE AVERAGE,96,96th,93,93rd,94.5,2018,AVERAGE,38,38th,65,65th
609821,Burnham Elementary Inclusive Academy,ES,9928 S CRANDON AVE,Chicago,Illinois,60617,TRUE,534,514,96.25,78,7,515,15,0,1,0,0,0,2,1,0,TRUE,,,TRUE,41.714402,-87.567131,BELOW AVERAGE,39,39th,24,24th,31.5,2018,BELOW AVERAGE,21,21st,11,11th
609827,Burnside Elementary Scholastic Academy,ES,650 E 91ST PL,Chicago,Illinois,60619,FALSE,409,330,80.68,67,1,402,7,0,0,0,0,0,0,0,0,TRUE,,,TRUE,41.728481,-87.607435,ABOVE AVERAGE,72,72nd,48,48th,60,2018,ABOVE AVERAGE,66,66th,84,84th
609828,Jonathan Burr Elementary School,ES,1621 W WABANSIA AVE,Chicago,Illinois,60622,TRUE,476,158,33.19,69,51,36,194,198,19,1,0,0,28,0,0,TRUE,,,FALSE,41.912358,-87.668661,ABOVE AVERAGE,84,84th,79,79th,81.5,2018,AVERAGE,58,58th,58,58th
609829,John C Burroughs Elementary School,ES,3542 S WASHTENAW AVE,Chicago,Illinois,60632,TRUE,441,396,89.8,61,165,11,413,9,3,0,0,0,2,1,2,TRUE,,,TRUE,41.828868,-87.692457,ABOVE AVERAGE,79,79th,79,79th,79,2018,ABOVE AVERAGE,70,70th,66,66th
609830,Milton Brunson Math & Science Specialty ES,ES,932 N CENTRAL AVE,Chicago,Illinois,60651,TRUE,474,436,91.98,78,23,424,47,2,0,0,0,0,0,1,0,TRUE,,,TRUE,41.897663,-87.765606,BELOW AVERAGE,13,13th,8,8th,10.5,2018,AVERAGE,48,48th,11,11th
609832,Michael M Byrne Elementary School,ES,5329 S OAK PARK AVE,Chicago,Illinois,60638,TRUE,684,367,53.65,107,78,12,451,214,1,1,0,0,5,0,0,TRUE,,,FALSE,41.795031,-87.791544,AVERAGE,65,65th,59,59th,62,2018,AVERAGE,64,64th,42,42nd
609833,Charles P Caldwell Academy of Math & Science ES,ES,8546 S CREGIER AVE,Chicago,Illinois,60617,TRUE,275,233,84.73,37,2,265,5,2,0,0,0,0,2,0,1,TRUE,,,TRUE,41.739226,-87.580729,ABOVE AVERAGE,85,85th,63,63rd,74,2018,FAR ABOVE AVERAGE,99,99th,95,95th
609834,Little Village Elementary School,ES,2620 S LAWNDALE AVE,Chicago,Illinois,60623,TRUE,767,743,96.87,92,430,3,760,3,0,1,0,0,0,0,0,TRUE,TRUE,,TRUE,41.843698,-87.717319,AVERAGE,47,47th,36,36th,41.5,2018,AVERAGE,66,66th,61,61st
609835,Daniel R Cameron Elementary School,ES,1234 N MONTICELLO AVE,Chicago,Illinois,60651,TRUE,776,760,97.94,117,229,202,555,9,1,0,0,0,8,1,0,TRUE,TRUE,,TRUE,41.903792,-87.717927,AVERAGE,53,53rd,52,52nd,52.5,2018,AVERAGE,66,66th,53,53rd
609836,Arthur E Canty Elementary School,ES,3740 N PANAMA AVE,Chicago,Illinois,60634,TRUE,840,414,49.29,115,190,19,344,432,27,3,0,0,14,1,0,TRUE,TRUE,,FALSE,41.948007,-87.829296,ABOVE AVERAGE,87,87th,88,88th,87.5,2018,AVERAGE,60,60th,60,60th
609837,Andrew Carnegie Elementary School,ES,1414 E 61ST PL,Chicago,Illinois,60637,TRUE,647,514,79.44,66,4,625,11,4,3,0,0,0,3,1,0,TRUE,,,TRUE,41.783368,-87.590795,ABOVE AVERAGE,80,80th,64,64th,72,2018,AVERAGE,66,66th,39,39th
609839,Carroll-Rosenwald Specialty Elementary School,ES,2929 W 83RD ST,Chicago,Illinois,60652,TRUE,509,433,85.07,75,14,477,27,4,0,0,0,0,0,1,0,TRUE,,,TRUE,41.742517,-87.696012,AVERAGE,51,51st,40,40th,45.5,2018,ABOVE AVERAGE,60,60th,81,81st
609842,Rachel Carson Elementary School,ES,5516 S MAPLEWOOD AVE,Chicago,Illinois,60629,TRUE,1007,959,95.23,82,622,26,979,0,0,2,0,0,0,0,0,TRUE,TRUE,,TRUE,41.793272,-87.6878,AVERAGE,66,66th,62,62nd,64,2018,ABOVE AVERAGE,71,71st,65,65th
609844,William W Carter Elementary School,ES,5740 S MICHIGAN AVE,Chicago,Illinois,60637,TRUE,362,341,94.2,39,1,351,8,0,0,1,0,0,1,0,1,TRUE,,,TRUE,41.789828,-87.622453,AVERAGE,39,39th,43,43rd,41,2018,AVERAGE,48,48th,52,52nd
609845,George Washington Carver Primary School,ES,901 E 133RD PL,Chicago,Illinois,60827,TRUE,420,414,98.57,51,1,412,4,0,0,0,0,0,4,0,0,TRUE,,,TRUE,41.653702,-87.599516,BELOW AVERAGE,17,17th,8,8th,12.5,2018,AVERAGE,50,50th,28,28th
609848,Ira F Aldridge Elementary School,ES,630 E 131ST ST,Chicago,Illinois,60827,TRUE,187,176,94.12,20,0,186,1,0,0,0,0,0,0,0,0,TRUE,,,TRUE,41.657405,-87.606474,BELOW AVERAGE,33,33rd,33,33rd,33,2018,ABOVE AVERAGE,86,86th,89,89th
609849,George F Cassell Elementary School,ES,11314 S SPAULDING AVE,Chicago,Illinois,60655,TRUE,384,81,21.09,80,10,26,64,275,5,2,0,0,11,1,0,TRUE,,,FALSE,41.687347,-87.703215,ABOVE AVERAGE,83,83rd,68,68th,75.5,2018,AVERAGE,56,56th,61,61st
609850,Horace Greeley Elementary School,ES,832 W SHERIDAN RD,Chicago,Illinois,60613,TRUE,546,445,81.5,51,152,105,363,53,5,2,0,0,17,0,1,TRUE,TRUE,,TRUE,41.95281,-87.65098,ABOVE AVERAGE,85,85th,86,86th,85.5,2018,ABOVE AVERAGE,52,52nd,73,73rd
609851,Thomas Chalmers Specialty Elementary School,ES,2745 W ROOSEVELT RD,Chicago,Illinois,60608,TRUE,322,310,96.27,55,8,306,11,0,0,0,0,0,5,0,0,TRUE,,,TRUE,41.866435,-87.695259,BELOW AVERAGE,20,20th,20,20th,20,2018,AVERAGE,64,64th,32,32nd
609852,Eliza Chappell Elementary School,ES,2135 W FOSTER AVE,Chicago,Illinois,60625,TRUE,568,369,64.96,100,124,35,310,137,47,3,0,0,35,1,0,TRUE,TRUE,,TRUE,41.975894,-87.683264,ABOVE AVERAGE,84,84th,81,81st,82.5,2018,ABOVE AVERAGE,76,76th,89,89th
609853,Salmon P Chase Elementary School,ES,2021 N POINT ST,Chicago,Illinois,60647,TRUE,412,362,87.86,113,179,23,351,30,5,1,0,0,2,0,0,TRUE,,,TRUE,41.917993,-87.694562,ABOVE AVERAGE,68,68th,76,76th,72,2018,ABOVE AVERAGE,76,76th,81,81st
609854,Frederic Chopin Elementary School,ES,2450 W RICE ST,Chicago,Illinois,60622,TRUE,395,374,94.68,111,147,96,266,23,0,3,0,0,6,1,0,TRUE,TRUE,,TRUE,41.896713,-87.688937,BELOW AVERAGE,29,29th,38,38th,33.5,2018,AVERAGE,42,42nd,58,58th
609855,Walter S Christopher Elementary School,ES,5042 S ARTESIAN AVE,Chicago,Illinois,60632,FALSE,379,348,91.82,206,199,62,296,17,1,0,0,0,0,2,1,TRUE,,,TRUE,41.801659,-87.685607,BELOW AVERAGE,35,35th,35,35th,35,2018,FAR ABOVE AVERAGE,95,95th,94,94th
609856,Henry Clay Elementary School,ES,13231 S BURLEY AVE,Chicago,Illinois,60633,TRUE,580,534,92.07,79,188,79,438,44,2,7,0,0,10,0,0,TRUE,,,TRUE,41.654558,-87.544614,AVERAGE,49,49th,46,46th,47.5,2018,AVERAGE,18,18th,42,42nd
609857,Grover Cleveland Elementary School,ES,3121 W BYRON ST,Chicago,Illinois,60618,TRUE,553,460,83.18,162,230,22,429,53,33,7,0,0,8,1,0,TRUE,TRUE,,TRUE,41.952042,-87.706443,AVERAGE,68,68th,52,52nd,60,2018,AVERAGE,64,64th,31,31st
609859,DeWitt Clinton Elementary School,ES,6110 N FAIRFIELD AVE,Chicago,Illinois,60659,TRUE,1145,1072,93.62,86,665,140,339,156,502,5,0,0,3,0,0,FALSE,TRUE,TRUE,TRUE,41.992541,-87.69836,FAR ABOVE AVERAGE,82,82nd,91,91st,86.5,2018,FAR ABOVE AVERAGE,81,81st,99,99th
609861,Henry R Clissold Elementary School,ES,2350 W 110TH PL,Chicago,Illinois,60643,TRUE,519,209,40.27,96,7,337,42,127,4,2,0,0,7,0,0,TRUE,,,FALSE,41.693026,-87.680897,ABOVE AVERAGE,74,74th,58,58th,66,2018,AVERAGE,52,52nd,61,61st
609862,Edward Coles Elementary Language Academy,ES,8441 S YATES BLVD,Chicago,Illinois,60617,TRUE,409,383,93.64,60,8,406,2,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,TRUE,41.741413,-87.56597,ABOVE AVERAGE,57,57th,71,71st,64,2018,AVERAGE,30,30th,86,86th
609863,Christopher Columbus Elementary School,ES,1003 N LEAVITT ST,Chicago,Illinois,60622,TRUE,270,201,74.44,14,104,19,71,167,4,0,0,0,9,0,0,TRUE,TRUE,,TRUE,41.899566,-87.681938,ABOVE AVERAGE,78,78th,73,73rd,75.5,2018,ABOVE AVERAGE,81,81st,85,85th
609864,John W Cook Elementary School,ES,8150 S BISHOP ST,Chicago,Illinois,60620,TRUE,368,279,75.82,59,0,364,3,0,0,0,0,0,1,0,0,TRUE,,,TRUE,41.745237,-87.659775,BELOW AVERAGE,29,29th,29,29th,29,2018,ABOVE AVERAGE,83,83rd,88,88th
609865,Jordan Elementary Community School,ES,7414 N WOLCOTT AVE,Chicago,Illinois,60626,TRUE,490,456,93.06,77,242,131,283,34,14,1,0,0,8,2,17,TRUE,TRUE,,TRUE,42.017088,-87.677763,AVERAGE,57,57th,52,52nd,54.5,2018,FAR ABOVE AVERAGE,95,95th,88,88th
609866,John C Coonley Elementary School,ES,4046 N LEAVITT ST,Chicago,Illinois,60618,TRUE,1018,149,14.64,117,51,19,208,667,43,1,0,0,76,4,0,FALSE,TRUE,,FALSE,41.955553,-87.683765,FAR ABOVE AVERAGE,99,99th,99,99th,99,2018,FAR ABOVE AVERAGE,71,71st,95,95th
609867,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19TH ST,Chicago,Illinois,60608,TRUE,424,399,94.1,76,253,10,406,5,1,1,0,0,1,0,0,TRUE,TRUE,,TRUE,41.856031,-87.667227,AVERAGE,48,48th,42,42nd,45,2018,ABOVE AVERAGE,56,56th,84,84th
609869,Anna R. Langford Community Academy,ES,6010 S THROOP ST,Chicago,Illinois,60636,TRUE,240,227,94.58,26,1,234,5,0,0,0,0,0,1,0,0,TRUE,,,TRUE,41.784681,-87.657169,FAR BELOW AVERAGE,9,9th,6,6th,7.5,2018,AVERAGE,50,50th,24,24th
609870,Daniel J Corkery Elementary School,ES,2510 S KILDARE AVE,Chicago,Illinois,60623,TRUE,467,439,94,74,226,68,392,4,0,1,0,0,0,2,0,TRUE,TRUE,,TRUE,41.845602,-87.731193,BELOW AVERAGE,38,38th,35,35th,36.5,2018,AVERAGE,62,62nd,45,45th
609871,Barbara Vick Early Childhood & Family Center,ES,2554 W 113TH ST,Chicago,Illinois,60655,FALSE,364,197,54.12,178,93,67,148,142,1,0,0,0,6,0,0,FALSE,TRUE,,FALSE,41.688191,-87.685677,NO DATA AVAILABLE,,,,,#DIV/0!,2018,NO DATA AVAILABLE,,,,
609872,Manuel Perez Elementary School,ES,1241 W 19TH ST,Chicago,Illinois,60608,TRUE,315,291,92.38,45,115,4,299,7,4,0,0,0,1,0,0,TRUE,,,TRUE,41.856029,-87.65798,ABOVE AVERAGE,73,73rd,76,76th,74.5,2018,AVERAGE,56,56th,45,45th
609873,Crown Community Academy of Fine Arts Center ES,ES,2128 S SAINT LOUIS AVE,Chicago,Illinois,60623,TRUE,234,227,97.01,41,7,206,26,1,0,0,0,0,1,0,0,TRUE,,,TRUE,41.852663,-87.71247,BELOW AVERAGE,12,12th,6,6th,9,2018,BELOW AVERAGE,17,17th,19,19th
609874,Everett McKinley Dirksen Elementary School,ES,8601 W FOSTER AVE,Chicago,Illinois,60656,TRUE,911,651,71.46,107,525,22,99,652,127,2,0,0,6,3,0,TRUE,TRUE,,TRUE,41.973715,-87.841041,ABOVE AVERAGE,85,85th,86,86th,85.5,2018,ABOVE AVERAGE,87,87th,85,85th
609875,Charles R Darwin Elementary School,ES,3116 W BELDEN AVE,Chicago,Illinois,60647,TRUE,545,496,91.01,85,264,39,459,28,9,2,0,0,7,1,0,TRUE,TRUE,,TRUE,41.923323,-87.705413,AVERAGE,61,61st,46,46th,53.5,2018,ABOVE AVERAGE,71,71st,40,40th
609876,Nathan S Davis Elementary School,ES,3014 W 39TH PL,Chicago,Illinois,60632,TRUE,708,695,98.16,116,373,17,669,19,2,1,0,0,0,0,0,TRUE,TRUE,,TRUE,41.821852,-87.700202,BELOW AVERAGE,35,35th,37,37th,36,2018,AVERAGE,60,60th,53,53rd
609879,Charles Gates Dawes Elementary School,ES,3810 W 81ST PL,Chicago,Illinois,60652,TRUE,979,937,95.71,178,259,149,814,9,0,2,0,0,3,2,0,TRUE,TRUE,,TRUE,41.745078,-87.717353,ABOVE AVERAGE,72,72nd,85,85th,78.5,2018,FAR ABOVE AVERAGE,78,78th,96,96th
609880,Stephen Decatur Classical Elementary School,ES,7030 N SACRAMENTO AVE,Chicago,Illinois,60645,FALSE,284,45,15.85,11,0,12,42,124,88,0,0,0,17,1,0,FALSE,,,FALSE,42.009289,-87.704619,FAR ABOVE AVERAGE,99,99th,99,99th,99,2018,ABOVE AVERAGE,68,68th,86,86th
609883,Charles S Deneen Elementary School,ES,7240 S WABASH AVE,Chicago,Illinois,60619,TRUE,499,478,95.79,68,3,491,6,2,0,0,0,0,0,0,0,TRUE,,,TRUE,41.76249,-87.623345,BELOW AVERAGE,17,17th,23,23rd,20,2018,BELOW AVERAGE,27,27th,17,17th
609884,William E Dever Elementary School,ES,3436 N OSCEOLA AVE,Chicago,Illinois,60634,TRUE,741,422,56.95,89,221,13,391,284,31,1,0,0,17,4,0,TRUE,TRUE,,TRUE,41.942552,-87.813132,ABOVE AVERAGE,79,79th,76,76th,77.5,2018,AVERAGE,56,56th,61,61st
609885,Dewey Elementary Academy of Fine Arts,ES,5415 S UNION AVE,Chicago,Illinois,60609,TRUE,388,369,95.1,38,13,360,27,0,0,0,0,0,1,0,0,TRUE,TRUE,,TRUE,41.795646,-87.642652,BELOW AVERAGE,21,21st,27,27th,24,2018,AVERAGE,44,44th,43,43rd
609887,Arthur Dixon Elementary School,ES,8306 S SAINT LAWRENCE AVE,Chicago,Illinois,60619,TRUE,574,448,78.05,66,8,567,6,0,0,0,0,0,1,0,0,TRUE,,,TRUE,41.743669,-87.609979,FAR ABOVE AVERAGE,95,95th,98,98th,96.5,2018,ABOVE AVERAGE,62,62nd,99,99th
609891,James R Doolittle Jr Elementary School,ES,535 E 35TH ST,Chicago,Illinois,60616,TRUE,266,256,96.24,35,2,261,4,0,0,0,0,0,0,1,0,TRUE,,,TRUE,41.831121,-87.612275,FAR BELOW AVERAGE,5,5th,4,4th,4.5,2018,AVERAGE,54,54th,39,39th
